-241455.21831276934,1734081756.271116
-791270.5731811789,1734081756.2714849
-1111292.1289503756,1734081756.271697
-993833.3183405423,1734081756.2721975
-712328.313155965,1734081756.2722802
-390074.29674404976,1734081756.2727175
-51227.82422797693,1734081756.272796
211285.24297966922,1734081756.2733967
319153.18551365146,1734081756.2734797
362250.076108619,1734081756.3162224
479389.1278739392,1734081756.316361
645462.4318665544,1734081756.3192413
727853.4154179489,1734081756.319384
707471.4278645546,1734081756.320137
690530.5460878854,1734081756.3202744
722950.9649846767,1734081756.3211584
743274.9375466836,1734081756.321298
716042.4712273733,1734081756.3651395
676015.4615702761,1734081756.3652894
638236.8264617673,1734081756.366009
583201.393938727,1734081756.366121
533171.0945831474,1734081756.3670366
521700.2508490043,1734081756.3671758
499544.48113799933,1734081756.36792
408627.1261806474,1734081756.3680346
311257.02783153777,1734081756.3687887
300420.9182252714,1734081756.368923
326091.08943312796,1734081756.4128325
268989.0647190158,1734081756.4129272
153325.6158210183,1734081756.4134376
110288.97219202943,1734081756.4135263
148883.6558487694,1734081756.41479
144338.21167946077,1734081756.4148872
60402.89318498943,1734081756.4154522
2662.7938295989698,1734081756.4156952
20411.780055833213,1734081756.4620342
32561.880491776523,1734081756.4621658
-8333.4443281117,1734081756.4627688
-41821.372217245196,1734081756.4628634
-34565.038995829476,1734081756.4633088
-37233.957210101435,1734081756.4633923
-64448.56933123677,1734081756.4638338
-61360.17397226959,1734081756.4639199
-28231.775146612046,1734081756.4643574
-38622.39222561215,1734081756.4644446
-88461.04691230481,1734081756.512099
-83025.6149092125,1734081756.512416
-19475.662924328466,1734081756.5139735
-8940.721937882443,1734081756.5142639
-72211.78492388803,1734081756.5156183
-179127.0714260501,1734081756.5158691
-313878.36250091804,1734081756.5602772
-397369.7628380618,1734081756.5604925
-410335.85424037115,1734081756.5612755
-353181.2641956907,1734081756.561417
-217575.9072374713,1734081756.5621145
-102107.45380113082,1734081756.5622752
-79721.63467512511,1734081756.5629923
-166571.73745077185,1734081756.5631266
-314687.34383701044,1734081756.563868
-375991.58355408703,1734081756.5639803
-322525.1690856117,1734081756.608811
-300787.3800085496,1734081756.6088853
-365878.57093898556,1734081756.6092827
-394300.63216849527,1734081756.6093614
-335602.8121663723,1734081756.609703
-301203.16970001045,1734081756.6097775
-332770.94267553056,1734081756.6101127
-327584.9183047608,1734081756.6101713
-259175.94821004634,1734081756.6105318
-232696.7636283267,1734081756.6105876
-264397.76931495074,1734081756.6111116
-243641.60288253555,1734081756.611181
-160820.6549396666,1734081756.6115358
-136322.95360344107,1734081756.6116204
-179728.97204202047,1734081756.6119838
-162858.11700622685,1734081756.6120455
-73136.40360009682,1734081756.6568723
-43869.13621440872,1734081756.6572196
-93016.46029380677,1734081756.660814
-89072.93482324737,1734081756.6609015
-13562.470113086034,1734081756.661297
6749.421971958789,1734081756.6613693
-42778.6641201437,1734081756.7078826
-39787.447162363635,1734081756.7081678
24681.370643317623,1734081756.709512
34153.12251499729,1734081756.7097607
-15298.781067848471,1734081756.7110236
19113.409682841568,1734081756.7112832
120625.42551196163,1734081756.7556906
184528.95864987923,1734081756.7559648
268889.3933506106,1734081756.75731
365798.4037441098,1734081756.7575793
389236.8727684795,1734081756.758787
299629.52031493245,1734081756.7590299
150263.19276252424,1734081756.7602403
80240.73930872206,1734081756.7604988
94770.24100697029,1734081756.7619035
66292.39925314022,1734081756.762154
-14939.035746695728,1734081756.803915
-39182.67889979719,1734081756.804045
-16662.91377392092,1734081756.8045635
-52208.06244333742,1734081756.8046749
-118471.60465540229,1734081756.8051565
-105219.50756810408,1734081756.8052661
-50332.58316009605,1734081756.8057442
-78311.1614983319,1734081756.805847
-151114.71975453378,1734081756.8063905
-133127.9448026857,1734081756.8064916
-54992.02590770899,1734081756.8520381
-59230.33493500866,1734081756.8521667
-128997.34870463709,1734081756.8527443
-125203.22839077345,1734081756.8528607
-56226.22759754282,1734081756.853366
-49574.439631317306,1734081756.8534746
-100573.33752531308,1734081756.8539464
-97723.74940778493,1734081756.8540492
-48066.39142070776,1734081756.8545358
-45064.823923645294,1734081756.8546352
-69363.9493501473,1734081756.900935
-43562.04252173353,1734081756.9010625
-7024.097800223806,1734081756.901601
-32124.64457854571,1734081756.9017088
-62661.06817144329,1734081756.9022138
-22674.84473660428,1734081756.9023263
23996.325818620964,1734081756.9028497
-4993.776101687309,1734081756.9029512
-47366.369862000065,1734081756.9035506
-15366.585888370566,1734081756.903664
34028.87634285038,1734081756.9042144
11800.232390036184,1734081756.904327
-29957.49563005005,1734081756.9048448
-7697.615672090715,1734081756.9049454
31494.35955003208,1734081756.905443
15665.78430710455,1734081756.9055476
-10790.783747016638,1734081756.9499876
10608.861974539048,1734081756.9501145
33289.142964923165,1734081756.9506438
10652.297405459183,1734081756.950753
-5702.126541200556,1734081756.951904
22976.037492494648,1734081756.9520192
37709.89089320062,1734081756.9525533
571.4926660836036,1734081756.9526641
-20901.660905275447,1734081756.9531686
14977.342984049497,1734081756.9532828
35779.64448647678,1734081756.9989843
-3045.6270520228923,1734081756.999118
-28210.94373107789,1734081756.999709
8013.47003207542,1734081756.999825
34395.0524135519,1734081757.0009594
1238.5350757955503,1734081757.0010908
-23596.083207827054,1734081757.00162
6819.750583852772,1734081757.0017316
26787.062157768672,1734081757.0022447
-4692.362605874554,1734081757.0023577
-21939.17304222731,1734081757.0488274
8542.300022659338,1734081757.0491111
19779.814818003913,1734081757.0503068
-14828.872364655941,1734081757.0505643
-24567.921598872505,1734081757.0517764
14296.851896558348,1734081757.0520318
24203.650329070297,1734081757.0531666
